%,ADP,Data,File:,ELK2205021227.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,2/5/2022,12:27:43,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
1,2022-05-02,12:27:43,2,2,2,0,36.81089,-121.7842433,4,6.31,3.55,4.62,0,0.4,89.6,0.04,173.4,0.01,0.7,6,-0.34,-0.3
2,2022-05-02,12:27:48,4.2,4.2,4.2,-0.1,36.81089,-121.78427,3.32,5.23,2.81,3.79,0,0.44,92.7,0.05,199.2,0.02,1.1,4,-0.36,-0.7
3,2022-05-02,12:27:53,6.5,6.5,6.5,0.1,36.81088833,-121.7843,2.55,4.28,2.21,3.01,0,0.46,85.5,0.12,246.6,0.04,2.4,3,-0.26,-1
4,2022-05-02,12:27:58,8.8,8.8,8.7,0.7,36.81088167,-121.7843283,1.99,3.6,1.74,2.44,0,0.46,75.2,0.17,234.1,0.05,3,2,-0.34,-1.3
5,2022-05-02,12:28:03,10.5,10.1,9.9,2,36.81087833,-121.7843483,2.11,4.03,1.65,2.6,0,0.35,42.4,0.12,302.7,0.04,2,2,0.54,-0.8
6,2022-05-02,12:28:08,13.2,12.7,12.4,2.8,36.81086167,-121.784355,5.18,5.17,2.36,4.24,0,0.53,70.9,0.06,288.2,0.04,2.1,3,0.43,-0.3
7,2022-05-02,12:28:13,16,15.5,15,3.9,36.81084167,-121.7843633,7.59,7.05,3.5,6.05,0,0.56,67.8,0.05,304.1,0.01,0.6,6,0.67,0.4
8,2022-05-02,12:28:18,18.3,17.7,17,5,36.81082333,-121.784365,9.83,8.86,4.61,7.77,0,0.46,62.3,0.11,267.9,0.01,0.4,8,0.84,1.2
9,2022-05-02,12:28:23,20.2,19.6,18.8,5.6,36.810805,-121.7843667,10.59,10.07,5.78,8.81,0,0.38,69.2,0.1,241.6,0.01,0.4,11,-0.21,1
10,2022-05-02,12:28:28,21.6,20.7,19.5,6.8,36.81079333,-121.7843633,10.64,10.15,6.27,9.02,0,0.27,33.5,0.14,279.8,0.01,0.4,12,1.57,2.5
11,2022-05-02,12:28:33,22.6,21.3,19.9,7.8,36.81078667,-121.78436,10.87,10.32,6.84,9.34,0,0.21,17,0.23,309.8,0.01,0.4,13,2.06,4.6
12,2022-05-02,12:28:38,0,22,20.2,8.8,36.81078333,-121.7843533,10.87,10.32,6.84,9.34,0,0,0,0.19,308.1,0,100,13,1.74,6.3
13,2022-05-02,12:28:43,24.6,22.6,20.4,9.7,36.81077833,-121.78435,11.43,10.32,7.8,9.85,0,0.2,11.6,0.2,315.9,0.01,0.3,16,1.65,8
14,2022-05-02,12:28:48,26.5,24.4,22,10.6,36.81076333,-121.7843533,11.72,10.41,8.36,10.16,0,0.37,62.7,0.15,278.1,0.01,0.3,17,1.61,9.6
15,2022-05-02,12:28:53,28.7,26.7,24,11.7,36.810745,-121.784355,11.81,10.49,9.14,10.48,0,0.45,60.6,0.17,277.8,0,0.2,19,2.39,12
16,2022-05-02,12:28:58,30.9,28.9,26,12.6,36.810725,-121.7843583,11.87,10.57,9.41,10.62,0,0.44,64.6,0.18,278.4,0,0.2,19,2.39,14.4
17,2022-05-02,12:29:03,33.6,31.5,28.4,13.7,36.81070167,-121.78436,11.78,10.59,9.83,10.73,0,0.52,66.4,0.26,289.9,0,0.2,20,4.95,19.3
18,2022-05-02,12:29:08,35.5,33.4,30,14.7,36.81068167,-121.7843633,11.75,10.54,9.88,10.72,0,0.39,59.3,0.24,293.6,0,0.2,20,3.99,23.3
19,2022-05-02,12:29:13,37,34.9,31.2,15.6,36.81066833,-121.784365,11.75,10.38,10.09,10.74,0,0.3,49,0.28,287.7,0,0.2,21,3.9,27.2
20,2022-05-02,12:29:18,38.4,36.2,32.1,16.8,36.81065833,-121.7843667,11.78,10.53,10.13,10.81,0,0.29,38,0.29,299.2,0,0.2,21,4.52,31.7
21,2022-05-02,12:29:23,39.9,37.4,32.7,18,36.81064667,-121.7843567,11.67,10.5,10.09,10.75,0,0.28,28.5,0.25,300.9,0,0.2,21,3.74,35.5
22,2022-05-02,12:29:28,41.4,38.7,33.5,19.4,36.81063167,-121.7843433,11.6,10.47,9.91,10.66,0,0.31,28.9,0.23,310.4,0,0.2,20,3.82,39.3
23,2022-05-02,12:29:33,43.6,40.8,35,21,36.81061667,-121.7843367,11.51,10.23,9.89,10.54,0,0.44,44.7,0.21,295.1,0,0.2,20,4.56,43.9
24,2022-05-02,12:29:38,46.2,43.4,37.2,22.4,36.81059333,-121.7843283,11.48,10.33,10.06,10.62,0,0.52,55.9,0.25,319.9,0,0.2,21,6.88,50.7
25,2022-05-02,12:29:43,48.4,45.5,38.8,23.9,36.81057167,-121.78432,11.4,10.12,9.88,10.47,0,0.43,46.2,0.33,290.4,0,0.3,20,6.76,57.5
26,2022-05-02,12:29:48,50,47.1,39.9,25.1,36.81055667,-121.7843117,11.32,10.08,9.72,10.37,0,0.33,42.3,0.25,292.4,0,0.2,20,4.07,61.6
27,2022-05-02,12:29:53,51.5,48.4,40.6,26.4,36.81054167,-121.7843033,11.23,9.68,9.91,10.27,0,0.3,28.3,0.24,308.1,0.01,0.3,20,3.55,65.1
28,2022-05-02,12:29:58,52.6,49.4,41.1,27.4,36.81053333,-121.7842967,11.04,9.45,10.04,10.18,0,0.22,27.3,0.09,312.6,0.01,0.3,19,0.95,66.1
29,2022-05-02,12:30:03,53.8,50.1,41.2,28.6,36.81052333,-121.7842883,10.98,9.3,10.04,10.11,0,0.23,6.5,0.24,300.4,0,0.2,19,2.58,68.7
30,2022-05-02,12:30:08,55,50.5,40.9,29.7,36.81051833,-121.784275,10.02,9.43,10.37,9.94,0,0.24,343.4,0.27,320.9,0,0.3,19,1.22,69.9
31,2022-05-02,12:30:13,56,50.8,40.5,30.7,36.810515,-121.78426,9.62,9.57,10.3,9.83,0,0.22,338.5,0.29,298.2,0,0.2,20,1.98,71.9
32,2022-05-02,12:30:18,57.6,51.1,39.7,32.1,36.81051833,-121.78425,9.48,9.69,10.3,9.82,0,0.31,331.8,0.26,286.7,0,0.2,19,2.76,74.6
33,2022-05-02,12:30:23,59.3,51.2,38.7,33.5,36.81052167,-121.7842333,9.55,10.06,10.15,9.92,0,0.35,324.9,0.33,292.9,0,0.3,19,3.01,77.6
34,2022-05-02,12:30:28,60.9,51.3,37.7,34.8,36.81052333,-121.784215,9.38,10.09,9.89,9.79,0,0.32,321.9,0.33,288,0,0.2,19,2.94,80.6
35,2022-05-02,12:30:33,62.6,51.5,36.7,36.1,36.810525,-121.7841967,9.36,10.1,9.97,9.81,0,0.33,322.6,0.28,289.1,0,0.2,19,2.52,83.1
36,2022-05-02,12:30:38,64.4,51.7,35.6,37.5,36.81052667,-121.7841717,9.25,9.9,9.91,9.69,0,0.36,320.9,0.27,306.8,0,0.3,19,1.14,84.2
37,2022-05-02,12:30:43,66.3,52,34.5,39,36.81052833,-121.78415,9.22,9.76,9.8,9.59,0,0.37,323.7,0.28,303.6,0,0.2,19,1.74,86
38,2022-05-02,12:30:48,68.1,52.4,33.4,40.4,36.81053167,-121.7841283,9.17,9.77,9.77,9.57,0,0.35,321.1,0.27,293.5,0,0.2,19,2.13,88.1
39,2022-05-02,12:30:53,69.9,52.8,32.2,41.8,36.81053667,-121.78411,9.13,9.74,9.73,9.53,0,0.38,320.9,0.25,306,0,0.2,19,1.16,89.3
40,2022-05-02,12:30:58,71.6,53.5,31.4,43.3,36.81054,-121.7840967,8.91,9.69,9.67,9.42,0,0.32,331.7,0.24,298.9,0,0.2,18,2.01,91.3
41,2022-05-02,12:31:03,73.1,54.6,31.3,44.8,36.81053333,-121.7840783,8.86,9.54,9.66,9.35,0,0.3,355.6,0.27,289,0,0.3,18,3.51,94.8
42,2022-05-02,12:31:08,74.6,56.1,31.9,46.1,36.810525,-121.7840667,8.86,9.49,9.61,9.32,0,0.3,23.3,0.17,312.6,0.01,0.3,18,2.2,97
43,2022-05-02,12:31:13,76.2,57.7,32.6,47.6,36.81051333,-121.7840533,8.57,9.15,9.55,9.09,0,0.32,24.9,0.17,316.8,0.01,0.3,17,2.34,99.3
44,2022-05-02,12:31:18,77.5,58.8,32.6,49,36.810505,-121.78404,8.52,9.29,9.46,9.09,0,0.27,3.6,0.28,294.3,0,0.2,17,3.26,102.6
45,2022-05-02,12:31:23,79.2,60.5,33.6,50.3,36.81049167,-121.784025,8.45,9.02,9.21,8.89,0,0.34,35.4,0.16,290.1,0,0.3,17,2.35,104.9
46,2022-05-02,12:31:28,80.8,62,34.1,51.8,36.81048333,-121.7840167,8.36,8.84,9.04,8.75,0,0.31,18.4,0.26,294.8,0.01,0.3,17,3.49,108.4
47,2022-05-02,12:31:33,82.1,63.1,34,53.1,36.810475,-121.7840067,8.19,8.68,8.9,8.59,0,0.26,356.9,0.35,283.8,0.01,0.3,16,3.73,112.1
48,2022-05-02,12:31:38,83.5,64.3,34,54.5,36.81046833,-121.7839933,8.01,8.61,8.83,8.48,0,0.28,0,0.27,276.2,0,0.3,16,3.28,115.4
49,2022-05-02,12:31:43,85.5,66.3,35,56.3,36.81045333,-121.78398,7.8,8.31,8.6,8.24,0,0.4,29.3,0.25,300.5,0,0.2,16,4.16,119.6
50,2022-05-02,12:31:48,87.2,67.9,35.4,57.9,36.81043667,-121.7839683,7.6,8,8.48,8.03,0,0.34,13.5,0.26,290.3,0,0.3,15,3.5,123.1
51,2022-05-02,12:31:53,88.6,69.1,35.6,59.3,36.81042667,-121.783955,7.53,7.8,8.28,7.87,0,0.27,5.7,0.22,274.6,0.01,0.3,15,2.33,125.4
52,2022-05-02,12:31:58,90,70.1,35.2,60.6,36.81041833,-121.7839417,7.36,7.69,8.09,7.71,0,0.28,345.2,0.23,282.3,0.01,0.3,15,2.16,127.6
53,2022-05-02,12:32:03,91.3,71.3,35.3,62,36.81040833,-121.783925,7.29,7.51,7.86,7.55,0,0.27,5.3,0.15,275.3,0.01,0.4,14,1.49,129.1
54,2022-05-02,12:32:08,92.8,72.7,35.6,63.4,36.81039833,-121.783915,7.09,7.35,7.78,7.41,0,0.29,10.4,0.24,283.4,0.01,0.3,14,2.6,131.7
55,2022-05-02,12:32:13,94.1,73.9,35.6,64.7,36.81039,-121.7838967,6.95,7.24,7.58,7.26,0,0.26,2.2,0.27,285.9,0.01,0.3,14,2.53,134.2
56,2022-05-02,12:32:18,95.3,74.9,35.6,66,36.81038167,-121.78388,6.79,7.08,7.46,7.11,0,0.25,356.6,0.19,272.2,0.01,0.3,13,1.71,135.9
57,2022-05-02,12:32:23,96.8,76.4,36.4,67.2,36.81036667,-121.7838733,6.66,6.95,7.3,6.97,0,0.3,33,0.29,281.1,0.01,0.5,13,2.77,138.7
58,2022-05-02,12:32:28,99,78.4,38.2,68.4,36.81034833,-121.783875,6.48,6.62,7.07,6.72,0,0.44,57.2,0.19,270.4,0.01,0.4,13,1.53,140.2
59,2022-05-02,12:32:33,101.4,80.5,40.3,69.7,36.81032667,-121.7838833,6.23,6.26,6.9,6.46,0,0.48,58.7,0.19,280.4,0.01,0.4,12,1.99,142.2
60,2022-05-02,12:32:38,103.1,82.1,41.5,70.8,36.81030833,-121.78388,5.83,5.59,6.62,6.01,0,0.33,47.3,0.2,267.8,0.01,0.3,11,1.32,143.5
61,2022-05-02,12:32:43,104.4,83.3,42.3,71.8,36.810295,-121.78387,5.23,5.18,6.47,5.63,0,0.26,35.5,0.21,271.1,0.01,0.5,10,1.28,144.8
62,2022-05-02,12:32:48,105.6,84.5,43,72.8,36.81028667,-121.7838667,4.96,4.95,6.24,5.38,0,0.23,36.8,0.16,281,0.01,0.5,9,0.91,145.7
63,2022-05-02,12:32:53,107.1,85.9,44.2,73.7,36.81027667,-121.7838717,4.79,4.72,5.89,5.13,0,0.31,52.2,0.17,273.2,0.01,0.5,9,0.86,146.6
64,2022-05-02,12:32:58,109.4,87.8,46.3,74.6,36.81026167,-121.7838783,4.58,4.55,5.24,4.79,0,0.46,67.6,0.17,278.3,0.01,0.5,8,0.96,147.5
65,2022-05-02,12:33:03,111.9,89.8,48.6,75.5,36.81024333,-121.783895,4.37,4.35,4.9,4.54,0,0.5,67.9,0.1,256.2,0.01,0.6,8,0.16,147.7
66,2022-05-02,12:33:08,114.6,92,51.2,76.4,36.810225,-121.7839117,4.24,4.12,4.62,4.33,0,0.55,71.7,0.23,263.4,0.01,0.6,7,0.57,148.3
67,2022-05-02,12:33:13,117,93.9,53.5,77.2,36.81020667,-121.78393,4.03,3.93,4.47,4.14,0,0.48,70.2,0.11,258.9,0.01,0.9,7,0.16,148.4
68,2022-05-02,12:33:18,119.7,96.1,55.9,78.2,36.81018667,-121.7839483,3.78,3.8,4.23,3.94,0,0.52,67.2,0.16,285.9,0.01,0.6,7,1,149.4
69,2022-05-02,12:33:23,122.5,98.5,58.6,79.1,36.81016333,-121.78396,3.57,3.68,3.95,3.73,0,0.57,71.1,0.17,277.7,0.01,0.6,6,0.79,150.2
70,2022-05-02,12:33:28,125.5,101,61.3,80.3,36.81013167,-121.78397,3.58,3.6,3.67,3.62,0,0.59,67.2,0.23,276.3,0.01,0.8,6,1.18,151.4
71,2022-05-02,12:33:33,128,103.2,63.7,81.1,36.810115,-121.7839717,3.39,3.42,3.64,3.48,0,0.51,71.1,0.08,281.5,0.01,0.8,6,0.36,151.7
72,2022-05-02,12:33:38,129.5,104.6,64.3,82.5,36.81009833,-121.78397,2.93,2.9,3.48,3.1,0,0.3,20.8,0.39,284.7,0.02,0.9,5,1.8,153.5
73,2022-05-02,12:33:43,132.4,105.5,62.6,84.9,36.810085,-121.78396,2.88,2.75,3.03,2.89,0,0.57,325.1,0.61,288.1,0.03,1.6,4,3.03,156.6
74,2022-05-02,12:33:48,132.8,105.5,63,84.7,36.81007833,-121.7839533,2.61,2.69,2.78,2.69,0,0.08,115.9,0.25,216.6,0.02,0.9,4,-0.27,156.3
75,2022-05-02,12:33:53,135.5,105.7,60.9,86.4,36.81007167,-121.7839417,2.2,2.83,2.87,2.63,0,0.54,309.8,0.51,295.2,0.03,1.8,3,0.91,157.2
76,2022-05-02,12:33:58,135.7,105.6,60.8,86.3,36.81006667,-121.7839283,2.72,2.76,2.81,2.76,0,0.04,240.6,0.43,154.7,0.02,1.2,4,0.22,157.4
77,2022-05-02,12:34:03,138.9,107.5,59.7,89.4,36.81006333,-121.7839183,2.69,2.4,2.84,2.64,0,0.65,340.9,0.19,310.7,0.03,1.8,3,0.83,158.3
78,2022-05-02,12:34:08,141.9,109.6,59.1,92.3,36.81005667,-121.783905,1.96,2.37,2.31,2.21,0,0.59,348.4,0.37,342.5,0.06,3.3,2,0.25,158.5
79,2022-05-02,12:34:13,144,111.6,60.7,93.6,36.81004167,-121.7838983,2.34,2.03,2.41,2.26,0,0.42,51.1,0.11,355,0.03,2,3,0.41,158.9
80,2022-05-02,12:34:18,145.9,109.8,59.3,92.5,36.81003167,-121.7838933,2.07,2.08,2.37,2.17,0,0.38,232.1,0.64,237.4,0.02,1.2,3,-0.24,158.7
81,2022-05-02,12:34:23,148.3,112.1,61.1,93.9,36.81002167,-121.783885,1.8,2.17,2.12,2.03,0,0.48,51.5,0.22,37.5,0.04,2.3,2,0.26,158.9
82,2022-05-02,12:34:28,149.8,113.2,60.9,95.5,36.81001333,-121.7838733,2.09,2.03,1.9,2.01,0,0.31,349.8,0.25,304.3,0.04,1.8,2,0.55,159.5
83,2022-05-02,12:34:33,150.8,113.1,60,95.9,36.81000667,-121.7838633,2.04,1.59,2.05,1.89,0,0.2,298.1,0.25,245.6,0.03,1.9,2,0.37,159.9
84,2022-05-02,12:34:38,152.3,114,59.4,97.4,36.81000833,-121.78385,1.8,2,2.05,1.95,0,0.31,336.6,0.13,212.3,0.05,2.8,2,0.33,160.2
85,2022-05-02,12:34:43,153.6,114.8,58.9,98.5,36.81000667,-121.783835,1.93,1.94,2.08,1.98,0,0.25,336.2,0.12,284.7,0.04,2,2,0.24,160.4
86,2022-05-02,12:34:48,154.2,115.1,58.7,99,36.81000833,-121.7838233,1.8,1.11,1.44,1.45,0,0.11,346.5,0,0,0,100,0,0,160.4
87,2022-05-02,12:34:53,157.7,113.9,55.2,99.7,36.81001333,-121.7838133,1.24,1.46,1.41,1.37,0,0.71,280.1,0.6,264.1,0.09,4.5,1,0.81,161.2
88,2022-05-02,12:34:58,161.1,116.6,58.3,101,36.81001833,-121.7837983,1.5,0.75,1.13,1.13,0,0.67,66.1,0,0,0,100,0,0,161.2
89,2022-05-02,12:35:03,163.1,114.8,58.3,99,36.81001,-121.78379,1.13,1.08,1.12,1.11,0,0.41,181.4,0,0,0,100,0,0,161.2
90,2022-05-02,12:35:08,168.9,120.6,61.7,103.6,36.81,-121.78378,1.24,1.14,1.06,1.15,0,1.15,37.1,0,0,0,100,0,0,161.2
91,2022-05-02,12:35:13,169.8,121.5,62.3,104.3,36.80999167,-121.7837667,1.16,1.13,1.16,1.15,0,0.18,38.3,0.3,122.5,0.1,5.8,1,-0.31,160.9
92,2022-05-02,12:35:18,171.2,121.6,61.2,105.1,36.80998333,-121.7837567,1.13,1.15,1.13,1.14,0,0.27,304.9,0.23,215.7,0.11,6.6,1,0.36,161.3
93,2022-05-02,12:35:23,172.2,122.6,61.5,106,36.809975,-121.7837467,1.08,1.14,1.18,1.13,0,0.2,18.4,0,0,0,100,0,0,161.3
94,2022-05-02,12:35:28,173.4,123.5,61.4,107.2,36.80996333,-121.7837417,1.05,1.09,1.13,1.09,0,0.24,352.8,0,0,0,100,0,0,161.3
95,2022-05-02,12:35:33,174.7,124.3,60.8,108.4,36.809955,-121.78373,0.99,1.02,1.07,1.03,0,0.27,334.7,0,0,0,100,0,0,161.3
96,2022-05-02,12:35:38,175.4,124.8,60.5,109.1,36.80994833,-121.783715,0.98,1.01,0.99,0.99,0,0.14,339.7,0,0,0,100,0,0,161.3
97,2022-05-02,12:35:43,181.4,128.2,66.6,109.5,36.80994667,-121.783695,0.96,1.19,1.11,1.09,0,1.21,85.6,0,0,0,100,0,0,161.3
98,2022-05-02,12:35:48,183.2,129.9,67.3,111.1,36.80994167,-121.7836767,0.93,0.97,0.92,0.94,0,0.35,25.6,0,0,0,100,0,0,161.3
99,2022-05-02,12:35:53,185.4,132.1,68.7,112.8,36.80992167,-121.7836683,0.95,1,0.98,0.98,0,0.43,38.6,0,0,0,100,0,0,161.3
100,2022-05-02,12:35:58,187.8,133.9,70.9,113.5,36.80990333,-121.7836767,0.86,0.88,0.88,0.87,0,0.47,73.2,0,0,0,100,0,0,161.3
101,2022-05-02,12:36:03,0,135.7,73.2,114.2,36.80989,-121.7836783,0.86,0.88,0.88,0.87,0,0,0,0,0,0,100,0,0,161.3
102,2022-05-02,12:36:08,0,137.5,75.5,114.9,36.809885,-121.7836983,0.86,0.88,0.88,0.87,0,0,0,0,0,0,100,0,0,161.3
103,2022-05-02,12:36:13,194.9,139,77.9,115.1,36.80988833,-121.783725,0.91,0.94,0.9,0.92,0,0.49,86.1,0,0,0,100,0,0,161.3
104,2022-05-02,12:36:18,197.5,140.5,80.5,115.2,36.80989833,-121.7837567,0.88,0.89,0.9,0.89,0,0.51,87.2,0,0,0,100,0,0,161.3
105,2022-05-02,12:36:23,199,141.3,82,115.1,36.809905,-121.7837783,0.92,0.91,0.93,0.92,0,0.31,94.9,0,0,0,100,0,0,161.3
106,2022-05-02,12:36:28,200,141.8,82.9,115,36.80991,-121.7837933,0.94,0.94,0.96,0.95,0,0.19,92.1,0,0,0,100,0,0,161.3
107,2022-05-02,12:36:33,200.1,142,83.1,115.1,36.80991,-121.7837983,0.99,1,1,1,0,0.03,42.6,0,0,0,100,0,0,161.3
108,2022-05-02,12:36:38,200.3,141.9,82.9,115.2,36.80991,-121.7837933,1.05,1.05,1.02,1.04,0,0.04,290.4,0,0,0,100,0,0,161.3
109,2022-05-02,12:36:43,200.7,141.8,82.5,115.3,36.80991167,-121.783785,1.05,1.03,1.01,1.03,0,0.08,281.4,0,0,0,100,0,0,161.3
110,2022-05-02,12:36:48,201.3,141.4,81.9,115.3,36.80991,-121.7837717,0.96,0.95,0.94,0.95,0,0.12,267.6,0,0,0,100,0,0,161.3
111,2022-05-02,12:36:53,202.3,141.2,81,115.7,36.80991,-121.7837583,0.84,0.83,0.89,0.85,0,0.2,292.5,0,0,0,100,0,0,161.3
112,2022-05-02,12:36:58,203.5,140.6,79.8,115.8,36.80991,-121.7837483,0.79,0.78,0.85,0.81,0,0.24,278.6,0,0,0,100,0,0,161.3
113,2022-05-02,12:37:03,205,140.4,78.4,116.4,36.80990833,-121.7837383,0.82,0.81,0.86,0.83,0,0.29,292.7,0,0,0,100,0,0,161.3
114,2022-05-02,12:37:08,206.7,140,76.9,117,36.80990667,-121.7837183,0.76,0.76,0.84,0.79,0,0.33,289.9,0,0,0,100,0,0,161.3
115,2022-05-02,12:37:13,212.3,135.1,76.5,111.4,36.809905,-121.7837,1.74,1.07,1.1,1.3,0,1.12,183.9,0,0,0,100,0,0,161.3
116,2022-05-02,12:37:18,0,130.3,76.1,105.8,36.809905,-121.78368,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
117,2022-05-02,12:37:23,0,125.6,75.7,100.1,36.80989833,-121.7836683,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
118,2022-05-02,12:37:28,0,120.9,75.4,94.5,36.80988333,-121.78367,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
119,2022-05-02,12:37:33,0,116.3,75,88.9,36.80987333,-121.78369,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
120,2022-05-02,12:37:38,0,111.8,74.6,83.3,36.80986833,-121.7837167,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
121,2022-05-02,12:37:43,0,107.5,74.2,77.7,36.80986667,-121.783745,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
122,2022-05-02,12:37:48,0,103.2,73.8,72.1,36.809865,-121.7837767,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
123,2022-05-02,12:37:53,0,99.1,73.5,66.5,36.80986833,-121.7838067,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
124,2022-05-02,12:37:58,0,95.1,73.1,60.9,36.80988667,-121.783835,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
125,2022-05-02,12:38:03,0,91.3,72.7,55.3,36.80991167,-121.7838583,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
126,2022-05-02,12:38:08,0,87.7,72.3,49.7,36.80993333,-121.7838733,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
127,2022-05-02,12:38:13,0,84.4,71.9,44.1,36.80994667,-121.7838817,1.74,1.07,1.1,1.3,0,0,0,0,0,0,100,0,0,161.3
128,2022-05-02,12:38:18,280.2,83.9,71.5,43.8,36.80996333,-121.78389,1.93,1.6,1.87,1.8,0,0.1,238.5,0.36,275.8,0.06,3.4,2,-0.2,161.1
129,2022-05-02,12:38:23,293,72.4,58.8,42.3,36.80997667,-121.7838967,1.48,1.38,1.24,1.37,0,2.56,263.1,2.6,265.3,0.1,4.9,1,-1.73,159.4
130,2022-05-02,12:38:28,296.3,74.3,61.8,41.1,36.80998833,-121.7839067,2.12,1.82,1.63,1.86,0,0.66,111.1,0.35,148.1,0.08,4.4,2,-1.29,158.1
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,13.362,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,122.1,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,22.613,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,158.07,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,77.2,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,702.2,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,0.23,(m/s),,,,,,,,,,,,,,,,,,
